symbol,shortName,sector,industry,marketCap,Market_Cap_B,trailingEps,forwardEps,trailingPE,forwardPE,priceToBook,ROE_%,ROA_%,debtToEquity,Dividend_Yield_%,beta,52W_High,52W_Low
BOAT,Newport Marine Services Tbk.,Energy,Oil & Gas Drilling,486733545472.0,486.733545472,,,,,19857.143,,,36.668,,,390.0,68.0
BOSS,"BOSS.JK,0P0001CQ56,0",,,70000001024.0,70.000001024,,,,,-0.41981882,,,,,,50.0,50.0
BPFI,Woori Finance Indonesia Tbk.,Financial Services,Credit Services,877070450688.0,877.070450688,29.26,,11.209843,,0.76370895,6.973999999999999,3.655,95.3,305.0,0.289,500.0,244.0
BPII,Batavia Prosperindo Internasion,Financial Services,Asset Management,5090338930688.0,5090.338930688,12.82,,40.171608,,3.597952,8.3680004,2.944,85.513,221.0,-0.594,610.0,510.0
BPTR,Batavia Prosperindo Trans Tbk.,Industrials,Rental & Leasing Services,328662024192.0,328.662024192,8.282,,11.229173,,0.57189244,3.2649999999999997,4.074,248.286,,0.565,105.0,61.0
BRAM,Indo Kordsa Tbk,Consumer Cyclical,Textile Manufacturing,2232282775552.0,2232.282775552,-19.93,,,,10464.135,0.441,0.43299999999999994,1.22,823.0,0.057,6600.0,4770.0
BREN,Barito Renewables Energy Tbk.,Utilities,Utilities - Renewable,1291037104406528.0,1291037.104406528,18.29,,527.6107,,1930000.0,22.038000999999998,7.353,239.827,6.0,1.231,10725.0,4170.0
BRIS,Bank Syariah Indonesia Tbk.,Financial Services,Banks - Regional,113939266404352.0,113939.266404352,161.79,181.61,15.266705,13.600573,2.2861502,16.002001,1.897,,92.0,0.365,3130.0,2000.0
BRMS,Bumi Resources Minerals Tbk.,Basic Materials,Other Industrial Metals & Mining,133985917206528.0,133985.917206528,5.49,0.0,172.13115,81.6046,105000.01,4.5900002,4.408,12.694,,1.185,1190.0,274.0
BRNA,Berlina Tbk,Consumer Cyclical,Packaging & Containers,690272534528.0,690.272534528,16.0,,44.0625,,0.7548608,3.692,2.447,90.714,,-0.335,950.0,545.0
BRPT,Barito Pacific Tbk.,Basic Materials,Chemicals,333587828178944.0,333587.828178944,109.19,0.0,32.603718,132.49583,148333.33,35.876000000000005,0.27399999999999997,107.818,5.0,0.644,4530.0,585.0
BSBK,Wulandari Bangun Laksana Tbk.,Real Estate,Real Estate - Development,1731339878400.0,1731.3398784,13.61,,5.069802,,0.8070931,17.662,3.274,16.148,192.0,0.272,109.0,50.0
BSDE,Bumi Serpong Damai Tbk,Real Estate,Real Estate - Development,20181426372608.0,20181.426372608,144.45,157.9,6.6805124,6.111463,0.4731053,6.888,2.962,29.146,,0.237,1200.0,700.0
BSIM,Bank Sinarmas Tbk.,Financial Services,Banks - Regional,16955898593280.0,16955.89859328,15.82,,54.36157,,1.9519325,4.275,0.709,,,-0.036,1100.0,615.0
BSSR,Baramulti Suksessarana Tbk.,Energy,Thermal Coal,10282844815360.0,10282.84481536,524.1,,7.4985695,,33589.742,27.105,14.829001,0.286,1278.0,-0.469,4590.0,3770.0
BSWD,Bank Of India Indonesia Tbk.,Financial Services,Banks - Regional,3319980097536.0,3319.980097536,9.99,,90.090096,,0.9574438,1.0670001,0.538,,,-0.696,3000.0,900.0
BTEK,Bumi Teknokultura Unggul Tbk,Consumer Defensive,Farm Products,740439949312.0,740.439949312,-16.29,,,,1.8883513,-101.688,-2.239,630.92,,0.366,42.0,3.0
BTEL,"BTEL.JK,0P0000BGUU,0",,,1833194881024.0,1833.194881024,,,,,-0.16160205,,,,,,50.0,50.0
BTON,Betonjaya Manunggal Tbk,Basic Materials,Steel,279360012288.0,279.360012288,13.383,,28.992004,,0.94526017,11.979,-1.343,,263.0,0.453,462.0,360.0
BTPN,Bank SMBC Indonesia Tbk.,Financial Services,Banks - Regional,22888782495744.0,22888.782495744,243.1,233.61,8.844097,9.203373,0.4714718,4.887,1.153,,247.00000000000003,0.193,2520.0,1800.0
BTPS,Bank BTPN Syariah Tbk.,Financial Services,Banks - Regional,10553736036352.0,10553.736036352,161.01,181.55,8.508788,7.54613,1.0560435,13.007,5.6739997,,250.99999999999997,0.474,1630.0,800.0
BUAH,Segar Kumala Indonesia Tbk.,Consumer Defensive,Food Distribution,1389999947776.0,1389.999947776,30.41,,22.854324,,6.354867,30.557000000000002,10.850000399999999,1.215,336.0,-0.487,1090.0,635.0
BUDI,Budi Starch & Sweetener Tbk.,Consumer Defensive,Packaged Foods,1042454937600.0,1042.4549376,19.71,,11.770676,,0.66998774,5.732,3.6310002,115.557,391.0,0.101,268.0,167.0
BUKA,Bukalapak.com Tbk.,Consumer Cyclical,Internet Retail,17225834561536.0,17225.834561536,21.02,4.34,7.944814,38.47926,0.62445545,7.817,-0.75,0.456,,0.412,198.0,111.0
BUKK,Bukaka Teknik Utama Tbk.,Industrials,Engineering & Construction,2627249897472.0,2627.249897472,213.05,,4.670265,,0.46342656,9.081,1.9539999999999997,200.943,,-0.108,1265.0,740.0
BULL,Buana Lintas Lautan Tbk.,Industrials,Marine Shipping,3470753792000.0,3470.753792,15.07,,14.863969,,17230.77,8.422,6.532,57.796,,1.042,354.0,102.0
BUMI,Bumi Resources Tbk,Energy,Thermal Coal,81693784408064.0,81693.784408064,-1.2,,,,54999.996,0.483,1.763,11.605,,0.307,244.0,70.0
BUVA,Bukit Uluwatu Villa Tbk.,Consumer Cyclical,Lodging,22242368946176.0,22242.368946176,4.3,,210.4651,,12.8012905,8.522,2.8169999,32.967,,0.499,1005.0,56.0
BVIC,Bank Victoria International Tbk,Financial Services,Banks - Regional,2005417066496.0,2005.417066496,9.88,,11.133603,,0.46306625,3.9800000000000004,0.519,,,0.32,149.0,70.0
BWPT,Eagle High Plantations Tbk.,Consumer Defensive,Packaged Foods,4481621164032.0,4481.621164032,11.33,,12.70962,,1.664105,14.625,7.7780000000000005,150.21,,0.28,179.0,50.0
BYAN,Bayan Resources Tbk,Energy,Thermal Coal,586666695720960.0,586666.69572096,501.6,,35.08772,,251428.58,35.434,21.897,,221.0,-0.613,21375.0,17025.0
CAKK,Cahayaputra Asa Keramik Tbk.,Industrials,Building Products & Equipment,212984135680.0,212.98413568,11.991,,14.76107,,1.3788913,-22.268,-2.93,162.147,,-0.234,232.0,117.0
CAMP,Campina Ice Cream Industry Tbk.,Consumer Defensive,Packaged Foods,1259389976576.0,1259.389976576,14.42,,14.840499,,1.2825277,9.057,4.784,,971.0000000000001,0.439,294.0,131.0
CANI,Capitol Nusantara Indonesia Tbk,Industrials,Marine Shipping,37504798720.0,37.50479872,-0.002,,,,-1125.0,,-12.584999999999999,,,1.075,60.0,28.0
CARE,Metro Healthcare Indonesia Tbk.,Healthcare,Medical Care Facilities,11903500812288.0,11903.500812288,-0.25,,,,3.9427745,-0.27299999999999996,0.40700003,36.392,,-0.736,372.0,142.0
CARS,Industri dan Perdagangan Bintra,Consumer Cyclical,Auto & Truck Dealerships,1920000065536.0,1920.000065536,13.9,,9.208633,,2.0481966,20.035,5.481,88.656,,-0.248,159.0,75.0
CASA,Capital Financial Indonesia Tbk,Financial Services,Insurance - Life,59106752724992.0,59106.752724992,1.96,,553.5714,,7.685225,1.442,2.163,44.539,,-0.165,1175.0,498.0
CASH,Cashlez Worldwide Indonesia Tbk,Industrials,Business Equipment & Supplies,158854938624.0,158.854938624,-7.2,,,,1.9963669,-31.385999999999996,-8.868,10.811,,-1.121,185.0,51.0
CASS,Cahaya Aero Services Tbk.,Industrials,Airports & Air Services,5822590484480.0,5822.59048448,226.27,,12.330401,,4.021813,48.138002,21.225001,4.55,,0.288,3170.0,1565.0
CBMF,"CBMF.JK,0P0001JLXG,0",,,93750001664.0,93.750001664,,,75.187965,,0.39397377,,,,,,50.0,50.0
CBPE,Citra Buana Prasida Tbk.,Real Estate,Real Estate - Development,455699988480.0,455.69998848,,,,,1.4859039,15.573,8.461001,4.139,28.000000000000004,0.454,400.0,159.0
CBRE,Cakra Buana Resources Energi Tb,Industrials,Marine Shipping,4946493702144.0,4946.493702144,86.75,,12.564841,,58.6905,-56.631,-8.046000000000001,151.738,,5.139,2000.0,18.0
CBUT,Citra Borneo Utama Tbk.,Consumer Defensive,Packaged Foods,4624999776256.0,4624.999776256,28.2,,52.48227,,4.363593,10.293999,5.831,202.719,,-0.171,2300.0,900.0
CCSI,Communication Cable Systems Ind,Technology,Communication Equipment,466666684416.0,466.666684416,32.514,,10.764594,,0.98336977,0.8750000000000001,1.3010000000000002,17.472,,-0.008,498.0,210.0
CDIA,Chandra Daya Investasi Tbk.,Utilities,Utilities - Regulated Electric,225317021024256.0,225317.021024256,11.64,,155.06873,,225624.98,,,34.873,,,2450.0,256.0
CEKA,Wilmar Cahaya Indonesia Tbk.,Consumer Defensive,Packaged Foods,1499399979008.0,1499.399979008,449.0,,5.612472,,0.75742775,14.122000000000002,8.683,,600.0,0.189,3200.0,1900.0
CENT,Centratama Telekomunikasi Indon,Communication Services,Telecom Services,4303318155264.0,4303.318155264,-78.93,,,,1.4397196,-577.23603,1.1460001,749.32,,0.464,200.0,36.0
CFIN,Clipan Finance Indonesia Tbk,Financial Services,Credit Services,1322860806144.0,1322.860806144,47.63,,6.9703965,,0.23202716,3.3329999999999997,1.8980000000000001,66.348,1497.0,0.264,400.0,262.0
CHEM,Chemstar Indonesia Tbk.,Basic Materials,Specialty Chemicals,185303564288.0,185.303564288,,,,,1.5870473,0.28600001,1.345,32.087,71.0,-0.581,155.0,50.0
CHIP,Pelita Teknologi Global Tbk.,Communication Services,Telecom Services,1116309946368.0,1116.309946368,5.84,,237.15753,,15.515774,6.869,5.075,49.52,14.000000000000002,0.135,1865.0,1185.0
CINT,Chitose Internasional Tbk.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",185000001536.0,185.000001536,-98.865,,,,0.64165705,7.263999999999999,4.472,16.885,538.0,0.184,300.0,130.0
CITA,Cita Mineral Investindo Tbk,Basic Materials,Other Industrial Metals & Mining,16910742716416.0,16910.742716416,750.98,,5.685904,,2.0149217,39.714,5.1459998,,772.0,0.011,5900.0,2800.0
CITY,Natura City Developments Tbk.,Real Estate,Real Estate - Development,1054011883520.0,1054.01188352,3.08,,63.31169,,1.1995424,1.915,1.0659999999999998,10.565,,-0.224,222.0,67.0
CKRA,,,,,,,,,,,,,,,,,
CLAY,Citra Putra Realty Tbk.,Consumer Cyclical,Lodging,7247399747584.0,7247.399747584,-2.83,,,,2274.1936,-36.321,2.404,9624.64,,0.812,4310.0,218.0
CLEO,Sariguna Primatirta Tbk.,Consumer Defensive,Beverages - Non-Alcoholic,12360000471040.0,12360.00047104,18.51,54.18,27.822798,9.505352,5.9603724,23.933001,14.477,21.297,48.0,-0.371,915.0,457.5
CLPI,Colorpak Indonesia Tbk,Basic Materials,Specialty Chemicals,477888053248.0,477.888053248,214.37,,7.2771378,,0.8556455,11.017000000000001,5.298,15.02,898.0,-0.13,1600.0,900.0
CMNP,Citra Marga Nusaphala Persada T,Industrials,Infrastructure Operations,9129054699520.0,9129.05469952,138.99,,9.82085,,0.5961115,5.054,4.3720003,40.363,,0.243,4500.0,1220.0
CMNT,Cemindo Gemilang Tbk.,Basic Materials,Building Materials,13015383539712.0,13015.383539712,-42.41,,,,4.9906754,-21.221999999999998,2.402,305.542,,0.24,1020.0,725.0
CMPP,AirAsia Indonesia Tbk.,Industrials,Airlines,1004401721344.0,1004.401721344,-179.16,,,,-0.07218648,,-5.376,,,-0.051,128.0,65.0
CMRY,Cisarua Mountain Dairy Tbk.,Consumer Defensive,Packaged Foods,48599933124608.0,48599.933124608,247.62,223.0,24.735483,27.466368,6.785027,29.006999999999998,15.920000000000002,0.012,405.0,0.096,6450.0,3890.0
CNKO,Exploitasi Energi Indonesia Tbk,Energy,Thermal Coal,501556183040.0,501.55618304,20.31,,2.7572625,,-0.517278,,17.986,,,-0.078,127.0,6.0
CNMA,Nusantara Sejahtera Raya Tbk.,Communication Services,Entertainment,9584674603008.0,9584.674603008,7.76,16.55,14.819587,6.948641,2.1980543,15.299999999999999,8.5439995,37.061,789.0,0.184,202.0,105.0
CNTX,Century Textile Industry Tbk.,Consumer Cyclical,Textile Manufacturing,28400001024.0,28.400001024,-0.028,,,,-910.2564,,-14.142,,,,142.0,142.0
COAL,Black Diamond Resources Tbk.,Energy,Thermal Coal,381249978368.0,381.249978368,,,,,1.0142325,6.621,4.083,48.633,,0.11,80.0,30.0
COCO,Wahana Interfood Nusantara Tbk.,Consumer Defensive,Confectioners,1487852666880.0,1487.85266688,7.275,,57.457043,,-82.559746,-219.06799999999998,-13.520999,,,0.834,805.0,62.0
COIN,Indokripto Koin Semesta Tbk.,Financial Services,Financial Data & Stock Exchanges,51039822675968.0,51039.822675968,6.21,,558.7762,,28.140915,,,0.261,,,3860.0,135.0
COMB,,,,,,,,,,,,,,,,,
COWL,"COWL.JK,0P0000D53W,0",,,243560497152.0,243.560497152,,,,,0.27298537,,,,,,50.0,50.0
CPIN,Charoen Pokphand Indonesia Tbk,Consumer Defensive,Farm Products,77726518083584.0,77726.518083584,284.82,229.73,16.64209,20.632917,2.437641,15.427,10.42,22.875,229.99999999999997,0.115,5375.0,3900.0
CPRI,"CPRI.JK,0P0001H7PD,0",,,121668993024.0,121.668993024,,,,,0.6637462,,,,,,50.0,50.0
CPRO,Central Proteina Prima Tbk.,Consumer Defensive,Farm Products,3931777269760.0,3931.77726976,6.9,,9.565217,,0.98472184,10.436,7.947,43.245,,-0.167,78.0,50.0
CRAB,Toba Surimi Industries Tbk.,Consumer Defensive,Packaged Foods,534300000256.0,534.300000256,,,,,2.331895,13.722000000000001,6.7379996,20.699,73.0,,298.0,226.0
CREI,,,,,,,,,,,,,,,,,
CRSN,Carsurin Tbk.,Industrials,Specialty Business Services,439583997952.0,439.583997952,,,,,1.9129844,6.65,5.651,45.942,153.0,0.592,180.0,81.0
CSAP,Catur Sentosa Adiprana Tbk.,Industrials,Industrial Distribution,1864081342464.0,1864.081342464,21.32,,15.384616,,0.53403497,3.5770000000000004,2.8199999,120.597,199.0,0.016,488.0,230.0
CSIS,Cahayasakti Investindo Sukses T,Real Estate,Real Estate - Development,660035010560.0,660.03501056,6.918,,72.99797,,3.6744108,4.986,2.636,21.403,,0.335,515.0,51.0
CSMI,Cipta Selera Murni Tbk.,Consumer Cyclical,Restaurants,264403927040.0,264.40392704,-4.12,,,,67.64092,-55.472,-1.2510001,103.994,,-0.122,3500.0,226.0
CSRA,Cisadane Sawit Raya Tbk.,Consumer Defensive,Farm Products,1865499934720.0,1865.49993472,16.74,,54.360813,,1.2434785,22.383,12.524,50.792,134.0,-0.355,1085.0,570.0
CTBN,Citra Tubindo Tbk,Energy,Oil & Gas Equipment & Services,4241969119232.0,4241.969119232,619.57,,8.554319,,34415.586,23.799999,13.150999999999998,0.219,1000.0,0.42,8925.0,1980.0
CTRA,Ciputra Development Tbk,Real Estate,Real Estate - Development,16311411277824.0,16311.411277824,133.99,120.13,6.567654,7.3253975,0.7079965,10.829,5.238,30.062,271.0,0.263,1140.0,650.0
CTTH,Citatah Tbk.,Basic Materials,Building Materials,118160621568.0,118.160621568,-24.35,,,,0.66607,-15.546,-0.41000000000000003,182.274,,0.072,99.0,23.0
CUAN,Petrindo Jaya Kreasi Tbk.,Energy,Thermal Coal,234955498061824.0,234955.498061824,20.58,,101.55491,,696666.7,33.183,0.57800002,201.586,3.0,1.844,2890.0,473.0
CYBR,ITSEC Asia Tbk.,Technology,Software - Infrastructure,9346753757184.0,9346.753757184,8.37,,167.86142,75.537636,50.06949,45.156,15.143999999999998,21.584,,0.521,1490.0,308.0
DADA,Diamond Citra Propertindo Tbk.,Real Estate,Real Estate Services,371576537088.0,371.576537088,3.345,,14.947683,,0.91653985,0.5170000299999999,1.06,28.16,56.00000000000001,,240.0,6.0
DART,Duta Anggada Realty Tbk.,Real Estate,Real Estate Services,593722867712.0,593.722867712,-86.01,,,,0.47473124,-19.559999,0.756,270.798,,0.331,240.0,118.0
DATA,Remala Abadi Tbk.,Communication Services,Telecom Services,6909375545344.0,6909.375545344,80.5,,62.42236,,21.69249,39.665002,16.823,110.748,,,6775.0,635.0
DAYA,Duta Intidaya Tbk.,Consumer Cyclical,Specialty Retail,3582409572352.0,3582.409572352,29.74,,49.764626,,31.058508,90.601,9.742,329.583,,-0.285,1600.0,540.0
DAAZ,Daaz Bara Lestari Tbk.,Basic Materials,Other Industrial Metals & Mining,4373429878784.0,4373.429878784,170.35,,12.855885,,2.883362,,,134.477,576.0,,7450.0,2120.0
DCII,DCI Indonesia Tbk.,Technology,Information Technology Services,624481802387456.0,624481.802387456,497.75,,526.3184,,167.8265,36.146998,18.136999,29.118,,0.539,398000.0,40100.0
DEAL,"DEAL.JK,0P0001EXWI,0",,,6877026304.0,6.877026304,,,,,-0.12075836,,,,,,6.0,6.0
DEFI,Danasupra Erapacific Tbk.,Financial Services,Credit Services,115596001280.0,115.59600128,-4.198,,,,3.380382,-10.0480005,-9.599,3.678,,-0.544,1455.0,171.0
DEPO,Caturkarda Depo Bangunan Tbk.,Consumer Cyclical,Home Improvement Retail,1778980093952.0,1778.980093952,13.07,,20.045908,,1.3364006,6.8330005,2.145,22.247,160.0,0.498,404.0,192.0
DEWA,Darma Henwa Tbk,Energy,Thermal Coal,17088722763776.0,17088.722763776,4.22,,99.52607,419999.97,3.493014,4.1479997,2.973,66.534,,,488.0,83.0
DEWI,Dewi Shri Farmindo Tbk.,Consumer Defensive,Farm Products,285999988736.0,285.999988736,,,,,1.7961891,4.2919997,2.172,13.017,,-0.261,161.0,80.0
DGIK,Nusa Konstruksi Enjiniring Tbk.,Industrials,Engineering & Construction,575786450944.0,575.786450944,11.84,,9.459459,,0.8057554,8.916,1.77,36.151,,0.293,120.0,62.0
DGNS,Diagnos Laboratorium Utama Tbk.,Healthcare,Diagnostics & Research,178749997056.0,178.749997056,51.842,,2.7583814,,0.9238621,-1.2180001,0.22699999999999998,40.185,,0.454,240.0,121.0
DGWG,Delta Giri Wacana Tbk.,Basic Materials,Agricultural Inputs,2294117826560.0,2294.11782656,32.1,,12.149533,,2.3201857,,,111.976,231.0,,545.0,250.0
DGWR,,,,,,,,,,,,,,,,,
DIGI,Arkadia Digital Media Tbk.,Communication Services,Internet Content & Information,53624995840.0,53.62499584,-8.208,,,,-6.178618,,13.171,,,-0.175,49.0,13.0
DILD,Intiland Development Tbk,Real Estate,Real Estate - Development,1440853655552.0,1440.853655552,-8.9,7.0,,19.857143,0.2575152,-0.014999999,2.241,56.754,,0.068,178.0,110.0
DIVA,Distribusi Voucher Nusantara Tb,Technology,Software - Application,268797607936.0,268.797607936,1.03,,186.40778,,0.44587496,1.049,1.396,12.729,,-0.226,246.0,70.0
DKFT,Central Omega Resources Tbk.,Basic Materials,Other Industrial Metals & Mining,4079979593728.0,4079.979593728,94.15,,7.859798,8.409091,3.2979033,58.62500000000001,13.539000000000001,50.704,331.0,0.369,900.0,182.0
DLTA,Delta Djakarta Tbk,Consumer Defensive,Beverages - Brewers,1657364283392.0,1657.364283392,176.99,,11.695576,,2.1306312,17.838,9.137998999999999,0.716,831.0,0.143,2380.0,1755.0
DMAS,Puradelta Lestari Tbk.,Real Estate,Real Estate - Development,6362150469632.0,6362.150469632,15.27,29.13,8.644401,4.531411,1.0037793,11.034001,5.204000000000001,,4361.0,-0.173,185.0,127.0
DMND,Diamond Food Indonesia Tbk.,Consumer Defensive,Packaged Foods,5870382481408.0,5870.382481408,42.0,,14.761905,,0.92180425,6.561,3.6059998,0.163,112.00000000000001,-0.128,965.0,488.0
DMMX,Digital Mediatama Maxima Tbk.,Communication Services,Advertising Agencies,2685990862848.0,2685.990862848,3.26,,113.49693,,4.1469593,3.698,2.395,2.664,,-0.035,466.0,202.0
DMND,Diamond Food Indonesia Tbk.,Consumer Defensive,Packaged Foods,5870382481408.0,5870.382481408,42.0,,14.761905,,0.92180425,6.561,3.6059998,0.163,112.00000000000001,-0.128,965.0,488.0
DNAR,Bank Oke Indonesia Tbk.,Financial Services,Banks - Regional,2094656520192.0,2094.656520192,8.23,,15.06683,,0.5572558,3.805,1.149,,,0.085,174.0,75.0
DNET,Indoritel Makmur Internasional ,Communication Services,Telecom Services,127655999438848.0,127655.999438848,81.9,,109.89011,,8.665135,8.182,0.823,43.048,6.0,0.363,12000.0,8675.0
DOID,BUMA Internasional Grup Tbk.,Energy,Thermal Coal,2486949380096.0,2486.949380096,-245.12,184.46,,1.8106906,25692.307,-68.364,-2.299,1046.106,540.0,-0.402,790.0,310.0
DOOH,Era Media Sejahtera Tbk.,Communication Services,Advertising Agencies,1253700403200.0,1253.7004032,0.39,,415.38464,,5.570456,1.38,0.822,2.652,,-2.943,193.0,50.0
DOSS,Global Sukses Digital Tbk.,Consumer Cyclical,Specialty Retail,291525001216.0,291.525001216,,,,,1.5736153,16.85,8.77,4.137,229.0,,360.0,95.0
DPNS,Duta Pertiwi Nusantara Tbk,Basic Materials,Specialty Chemicals,102650281984.0,102.650281984,72.118,,4.298511,,0.30613533,2.276,-0.7939999999999999,,161.0,0.029,360.0,187.0
DPUM,Dua Putra Utama Makmur Tbk.,Consumer Defensive,Packaged Foods,299846860800.0,299.8468608,-8.87,,,,0.7606732,-8.9899994,1.023,158.584,,-0.545,94.0,50.0
DRMA,Dharma Polimetal Tbk.,Consumer Cyclical,Auto Parts,4682352689152.0,4682.352689152,124.05,,8.020959,6.961612,1.8400744,24.201,11.892,15.986,434.0,0.194,1200.0,840.0
DSFI,Dharma Samudera Fishing Industr,Consumer Defensive,Farm Products,163427926016.0,163.427926016,9.387,,9.374667,,0.5844419,5.6129999999999995,2.819,41.273,,0.045,116.0,50.0
DSNG,Dharma Satya Nusantara Tbk.,Consumer Defensive,Farm Products,17489740169216.0,17489.740169216,150.78,,10.943096,10.1726265,1.6215212,15.457,9.892,39.783,147.0,0.368,2050.0,650.0
DSSA,Dian Swastatika Sentosa Tbk,Energy,Thermal Coal,620475805859840.0,620475.80585984,671.5,,149.29263,130.87468,360611.5,18.923001,7.768,63.233,,-0.57,118000.0,30300.0
DUTI,Duta Pertiwi Tbk,Real Estate,Real Estate - Development,8103000014848.0,8103.000014848,183.94,,23.812113,,0.763352,4.205,2.7320001,0.04,866.0,0.169,4950.0,3000.0
DVLA,Darya-Varia Laboratoria Tbk,Healthcare,Drug Manufacturers - Specialty & Generic,1859199959040.0,1859.19995904,153.05,,10.846128,,1.2112341,11.494,6.0539998,0.046,651.0,-0.212,1775.0,1325.0
DWGL,Dwi Guna Laksana Tbk.,Energy,Thermal Coal,3516071936000.0,3516.071936,18.11,,20.982882,,8.4274025,50.364,10.583,120.188,,-0.092,1075.0,130.0
DYAN,Dyandra Media International Tbk,Communication Services,Entertainment,371747913728.0,371.747913728,12.22,,7.1194763,,0.52183926,4.4970002000000004,3.088,27.99,,-0.183,106.0,68.0
EAST,Eastparc Hotel Tbk.,Consumer Cyclical,Lodging,387882090496.0,387.882090496,4.142,,22.69435,,0.8202873,6.874,5.009,1.018,747.0,-0.373,125.0,88.0
ECII,Electronic City Indonesia Tbk.,Consumer Cyclical,Specialty Retail,234472177664.0,234.472177664,-20.14,,,,0.20947681,-2.1860002,-1.153,4.83,,0.426,444.0,152.0
EDGE,Indointernet Tbk.,Technology,Information Technology Services,8990112088064.0,8990.112088064,67.94,,65.49897,,5.037025,8.001000399999999,4.197,87.273,,0.73,7425.0,3500.0
EKAD,Ekadharma International Tbk,Basic Materials,Specialty Chemicals,653354598400.0,653.3545984,146.273,,1.2784314,,0.5550263,2.553,2.569,2.047,480.99999999999994,-0.053,226.0,164.0
ELIT,Data Sinergitama Jaya Tbk.,Technology,Information Technology Services,368362848256.0,368.362848256,,,,,2.4518387,21.114,7.7490000000000006,39.7,276.0,-0.957,310.0,110.0
ELPI,Pelayaran Nasional Ekalya Purna,Industrials,Marine Shipping,5225460006912.0,5225.460006912,35.43,,19.898392,,2.4719062,13.172,6.196,13.705,190.0,-0.052,825.0,310.0
ELSA,Elnusa Tbk,Energy,Oil & Gas Equipment & Services,3831712448512.0,3831.712448512,94.39,49.6,5.56203,10.584678,0.7450349,13.904001,4.7849998,4.935,738.0,-0.038,575.0,360.0
ELTY,Bakrieland Development Tbk,Real Estate,Real Estate Services,913960140800.0,913.9601408,0.12,,175.0,,0.16411379,-0.11900000000000001,1.079,17.433,,-0.046,30.0,9.0
EMAS,Merdeka Gold Resources Tbk.,Basic Materials,Gold,55684565565440.0,55684.56556544,-18.52,,,547033.3,10956.521,,,97.101,,,4950.0,3100.0
EMDE,Megapolitan Developments Tbk.,Real Estate,Real Estate Services,321600028672.0,321.600028672,21.18,,4.532578,,0.1525941,3.6900000000000004,3.5709999999999997,19.657,,-0.258,160.0,81.0
EMTK,Elang Mahkota Teknologi Tbk,Communication Services,Broadcasting,72154410385408.0,72154.410385408,122.33,6.57,9.646039,179.60426,1.8433553,20.097,1.25899995,2.444,319.0,0.895,1700.0,460.0
ENAK,Champ Resto Indonesia Tbk.,Consumer Cyclical,Restaurants,1473333428224.0,1473.333428224,16.23,,41.89772,,6.0230293,-14.727001000000001,0.43,240.364,,-0.221,950.0,496.0
ENRG,Energi Mega Persada Tbk,Energy,Oil & Gas E&P,24370263097344.0,24370.263097344,74.34,,12.442831,11.077845,29838.71,11.311,6.409,54.32,,0.417,1165.0,148.0
ENVY,"ENVY.JK,0P0001HYU3,0",,,89999998976.0,89.999998976,,,,,3.1148767,,,,,,51.0,50.0
ENZO,Morenzo Abadi Perkasa Tbk.,Consumer Defensive,Packaged Foods,86501883904.0,86.501883904,4.911,,8.144981,,0.5492619,-6.375,0.898,93.346,,0.264,48.0,25.0
EPAC,Megalestari Epack Sentosaraya T,Consumer Cyclical,Packaging & Containers,82585001984.0,82.585001984,-0.528,,,,1.1695906,-13.596,-0.49,139.269,,-0.42,44.0,8.0
EPMT,Enseval Putera Megatrading Tbk,Healthcare,Medical Distribution,6365304061952.0,6365.304061952,279.89,,8.396155,,0.8319659,9.9980004,5.3629998,1.871,762.0,0.035,2600.0,1995.0
ERAL,Sinar Eka Selaras Tbk.,Consumer Cyclical,Specialty Retail,1514749952000.0,1514.749952,32.6,,8.957056,,0.8922569,10.264,5.296,16.121,276.0,0.235,408.0,224.0
ERAA,Erajaya Swasembada Tbk.,Consumer Cyclical,Specialty Retail,6629063393280.0,6629.06339328,65.04,61.58,6.4575644,6.820396,0.76337546,12.1070005,4.6830002,92.635,455.0,0.557,590.0,312.0
ERTX,Eratex Djaja Tbk,Consumer Cyclical,Apparel Manufacturing,223857917952.0,223.857917952,0.001,,173999.98,,7909.091,9.636,4.324,130.562,,0.046,246.0,73.0
ESIP,Sinergi Inti Plastindo Tbk.,Consumer Cyclical,Packaging & Containers,122094919680.0,122.09491968,2.99,,36.7893,,1.2403591,1.403,0.86199995,2.088,45.0,0.661,150.0,21.0
ESSA,ESSA Industries Indonesia Tbk.,Basic Materials,Chemicals,11369803939840.0,11369.80393984,31.99,49.03,20.631447,13.461146,26400.0,8.022001,5.3979997,0.044,150.0,0.175,905.0,510.0
ESTA,Esta Multi Usaha Tbk.,Consumer Cyclical,Lodging,674248458240.0,674.24845824,-0.417,,,,3.6871982,-2.7420001,0.621,82.336,,0.409,312.0,58.0
ESTI,Ever Shine Tex Tbk.,Consumer Cyclical,Textile Manufacturing,288174833664.0,288.174833664,0.001,,143000.0,,17875.0,6.3149999999999995,2.2769999,152.563,,0.627,154.0,34.0
ETWA,"ETWA.JK,0P0000AV1H,0",,,326806994944.0,326.806994944,,,,,-0.75840473,,,,,,70.0,70.0
EURO,Estee Gold Feet Tbk.,Consumer Defensive,Household & Personal Products,769745551360.0,769.74555136,,,,,14.833735,2.875,1.006,,50.0,2.699,585.0,75.0
